EventID,TxnID,CustomerID,AccountNumber,PayerUPI,PayeeUPI,Amount,TxnType,TxnTimestamp,Status,DeviceID,GeoLocation
UPI000016,TXN000016,CUST367,1002003163,user177@upi,store416@upi,5000,DEBIT,2025-01-01T00:01:15Z,SUCCESS,DEV002,"18.831,76.3667"
UPI000017,TXN000017,CUST121,1002003187,user445@upi,store173@upi,2500,DEBIT,2025-01-01T00:01:20Z,SUCCESS,DEV290,"15.5087,78.6163"
UPI000018,TXN000018,CUST064,1002003347,user92@upi,store56@upi,75000,DEBIT,2025-01-01T00:01:25Z,SUCCESS,DEV097,"23.2125,73.3779"
UPI000019,TXN000019,CUST337,1002003066,user359@upi,store101@upi,2500,DEBIT,2025-01-01T00:01:30Z,SUCCESS,DEV040,"18.7267,83.5507"
UPI000020,TXN000020,CUST125,1002003273,user34@upi,store462@upi,2500,CREDIT,2025-01-01T00:01:35Z,SUCCESS,DEV065,"14.142,73.305"
UPI000021,TXN000021,CUST306,1002003381,user145@upi,store295@upi,95000,DEBIT,2025-01-01T00:01:40Z,SUCCESS,DEV243,"12.7133,78.6018"
UPI000022,TXN000022,CUST362,1002003144,user345@upi,store68@upi,5000,DEBIT,2025-01-01T00:01:45Z,SUCCESS,DEV248,"16.5527,82.6178"
UPI000023,TXN000023,CUST423,1002003401,user330@upi,store86@upi,5000,DEBIT,2025-01-01T00:01:50Z,SUCCESS,DEV288,"19.1362,72.5922"
UPI000024,TXN000024,CUST147,1002003139,user247@upi,store280@upi,499,DEBIT,2025-01-01T00:01:55Z,SUCCESS,DEV013,"14.1652,82.1518"
UPI000025,TXN000025,CUST038,1002003406,user130@upi,store487@upi,5000,CREDIT,2025-01-01T00:02:00Z,SUCCESS,DEV261,"24.3092,79.585"
UPI000026,TXN000026,CUST160,1002003230,user234@upi,store9@upi,999,CREDIT,2025-01-01T00:02:05Z,SUCCESS,DEV251,"22.3974,80.238"
UPI000027,TXN000027,CUST427,1002003012,user138@upi,store455@upi,499,CREDIT,2025-01-01T00:02:10Z,SUCCESS,DEV164,"21.6991,73.8126"
UPI000028,TXN000028,CUST232,1002003092,user169@upi,store368@upi,5000,DEBIT,2025-01-01T00:02:15Z,SUCCESS,DEV241,"26.4403,83.7446"
UPI000029,TXN000029,CUST209,1002003221,user174@upi,store435@upi,2500,CREDIT,2025-01-01T00:02:20Z,SUCCESS,DEV041,"12.3159,76.955"
UPI000030,TXN000030,CUST226,1002003078,user383@upi,store95@upi,999,DEBIT,2025-01-01T00:02:25Z,SUCCESS,DEV050,"23.2364,79.3436"
UPI000031,TXN000031,CUST458,1002003198,user56@upi,store118@upi,2500,DEBIT,2025-01-01T00:02:30Z,SUCCESS,DEV211,"23.6344,77.3651"
UPI000032,TXN000032,CUST125,1002003117,user491@upi,store83@upi,5000,CREDIT,2025-01-01T00:02:35Z,SUCCESS,DEV261,"12.5927,75.042"
UPI000033,TXN000033,CUST357,1002003422,user349@upi,store357@upi,5000,CREDIT,2025-01-01T00:02:40Z,SUCCESS,DEV109,"22.0569,78.9833"
UPI000034,TXN000034,CUST054,1002003143,user491@upi,store315@upi,999,DEBIT,2025-01-01T00:02:45Z,SUCCESS,DEV052,"14.7314,74.0297"
UPI000035,TXN000035,CUST234,1002003065,user312@upi,store399@upi,150,CREDIT,2025-01-01T00:02:50Z,SUCCESS,DEV047,"22.3894,77.7919"
UPI000036,TXN000036,CUST076,1002003003,user330@upi,store78@upi,75000,DEBIT,2025-01-01T00:02:55Z,SUCCESS,DEV009,"25.7711,78.6601"
UPI000037,TXN000037,CUST042,1002003317,user347@upi,store136@upi,499,DEBIT,2025-01-01T00:03:00Z,SUCCESS,DEV056,"19.7955,74.4655"
UPI000038,TXN000038,CUST494,1002003308,user75@upi,store293@upi,5000,CREDIT,2025-01-01T00:03:05Z,SUCCESS,DEV114,"13.5612,76.393"
UPI000039,TXN000039,CUST080,1002003028,user333@upi,store366@upi,499,DEBIT,2025-01-01T00:03:10Z,SUCCESS,DEV276,"20.4566,86.9796"
UPI000040,TXN000040,CUST356,1002003101,user473@upi,store76@upi,75000,CREDIT,2025-01-01T00:03:15Z,SUCCESS,DEV240,"16.5184,77.1787"
UPI000041,TXN000041,CUST450,1002003417,user366@upi,store18@upi,95000,DEBIT,2025-01-01T00:03:20Z,SUCCESS,DEV235,"14.3502,79.7182"
UPI000042,TXN000042,CUST215,1002003075,user132@upi,store39@upi,150,CREDIT,2025-01-01T00:03:25Z,SUCCESS,DEV259,"27.6206,84.8297"
UPI000043,TXN000043,CUST171,1002003395,user147@upi,store403@upi,499,DEBIT,2025-01-01T00:03:30Z,SUCCESS,DEV162,"26.2947,75.2076"
UPI000044,TXN000044,CUST264,1002003269,user116@upi,store209@upi,2500,DEBIT,2025-01-01T00:03:35Z,SUCCESS,DEV052,"16.4407,83.8878"
UPI000045,TXN000045,CUST302,1002003135,user145@upi,store5@upi,999,CREDIT,2025-01-01T00:03:40Z,SUCCESS,DEV257,"16.6381,81.3016"
UPI000046,TXN000046,CUST035,1002003120,user142@upi,store490@upi,150,CREDIT,2025-01-01T00:03:45Z,SUCCESS,DEV044,"27.9161,80.7214"
UPI000047,TXN000047,CUST361,1002003405,user245@upi,store316@upi,499,DEBIT,2025-01-01T00:03:50Z,SUCCESS,DEV067,"19.555,86.6986"
UPI000048,TXN000048,CUST223,1002003450,user187@upi,store472@upi,5000,CREDIT,2025-01-01T00:03:55Z,SUCCESS,DEV024,"25.73,84.0854"
UPI000049,TXN000049,CUST006,1002003212,user203@upi,store147@upi,75000,DEBIT,2025-01-01T00:04:00Z,SUCCESS,DEV269,"17.8313,78.9846"
UPI000050,TXN000050,CUST159,1002003055,user58@upi,store11@upi,999,CREDIT,2025-01-01T00:04:05Z,SUCCESS,DEV255,"21.1548,76.5662"
UPI000051,TXN000051,CUST459,1002003059,user37@upi,store337@upi,5000,CREDIT,2025-01-01T00:04:10Z,SUCCESS,DEV159,"13.154,86.8699"
UPI000052,TXN000052,CUST095,1002003426,user392@upi,store293@upi,75000,DEBIT,2025-01-01T00:04:15Z,SUCCESS,DEV086,"19.3595,75.5581"
UPI000053,TXN000053,CUST352,1002003406,user276@upi,store304@upi,150,CREDIT,2025-01-01T00:04:20Z,SUCCESS,DEV146,"16.0127,75.7326"
UPI000054,TXN000054,CUST483,1002003260,user98@upi,store481@upi,2500,DEBIT,2025-01-01T00:04:25Z,SUCCESS,DEV144,"16.9957,87.4718"
UPI000055,TXN000055,CUST196,1002003357,user239@upi,store411@upi,999,CREDIT,2025-01-01T00:04:30Z,SUCCESS,DEV057,"23.9572,82.4601"
UPI000056,TXN000056,CUST131,1002003048,user53@upi,store182@upi,95000,CREDIT,2025-01-01T00:04:35Z,SUCCESS,DEV014,"17.0357,73.6937"
UPI000057,TXN000057,CUST142,1002003428,user246@upi,store294@upi,2500,DEBIT,2025-01-01T00:04:40Z,SUCCESS,DEV123,"14.5275,75.7775"
UPI000058,TXN000058,CUST375,1002003278,user46@upi,store79@upi,999,DEBIT,2025-01-01T00:04:45Z,SUCCESS,DEV204,"19.8482,85.6041"
UPI000059,TXN000059,CUST113,1002003205,user225@upi,store333@upi,499,CREDIT,2025-01-01T00:04:50Z,SUCCESS,DEV018,"23.0144,78.9926"
UPI000060,TXN000060,CUST409,1002003357,user96@upi,store292@upi,150,CREDIT,2025-01-01T00:04:55Z,SUCCESS,DEV076,"15.6125,79.6316"
UPI000061,TXN000061,CUST053,1002003411,user294@upi,store107@upi,2500,DEBIT,2025-01-01T00:05:00Z,SUCCESS,DEV043,"22.4073,81.8187"
UPI000062,TXN000062,CUST012,1002003145,user84@upi,store324@upi,999,CREDIT,2025-01-01T00:05:05Z,SUCCESS,DEV238,"20.1973,78.8972"
UPI000063,TXN000063,CUST217,1002003221,user448@upi,store364@upi,150,DEBIT,2025-01-01T00:05:10Z,SUCCESS,DEV232,"23.0016,77.5701"
UPI000064,TXN000064,CUST158,1002003402,user92@upi,store286@upi,999,DEBIT,2025-01-01T00:05:15Z,SUCCESS,DEV203,"23.0938,81.2862"
UPI000065,TXN000065,CUST087,1002003138,user276@upi,store202@upi,999,DEBIT,2025-01-01T00:05:20Z,SUCCESS,DEV283,"20.2732,83.6413"
UPI000066,TXN000066,CUST437,1002003483,user260@upi,store94@upi,95000,DEBIT,2025-01-01T00:05:25Z,SUCCESS,DEV184,"26.6453,81.1959"
UPI000067,TXN000067,CUST042,1002003195,user353@upi,store493@upi,95000,CREDIT,2025-01-01T00:05:30Z,SUCCESS,DEV239,"16.8555,72.2955"
UPI000068,TXN000068,CUST339,1002003208,user314@upi,store51@upi,499,DEBIT,2025-01-01T00:05:35Z,SUCCESS,DEV288,"21.057,74.8603"
UPI000069,TXN000069,CUST094,1002003416,user463@upi,store290@upi,999,CREDIT,2025-01-01T00:05:40Z,SUCCESS,DEV286,"24.5957,85.3643"
UPI000070,TXN000070,CUST498,1002003483,user234@upi,store74@upi,499,DEBIT,2025-01-01T00:05:45Z,SUCCESS,DEV032,"12.7469,73.3772"
UPI000071,TXN000071,CUST298,1002003218,user395@upi,store409@upi,150,CREDIT,2025-01-01T00:05:50Z,SUCCESS,DEV125,"25.29,72.0836"
UPI000072,TXN000072,CUST195,1002003273,user467@upi,store143@upi,95000,CREDIT,2025-01-01T00:05:55Z,SUCCESS,DEV268,"26.3093,87.9529"
UPI000073,TXN000073,CUST038,1002003060,user210@upi,store272@upi,150,CREDIT,2025-01-01T00:06:00Z,SUCCESS,DEV245,"18.4699,78.2539"
UPI000074,TXN000074,CUST188,1002003479,user32@upi,store55@upi,999,CREDIT,2025-01-01T00:06:05Z,SUCCESS,DEV274,"20.6134,76.458"
UPI000075,TXN000075,CUST249,1002003236,user328@upi,store330@upi,2500,CREDIT,2025-01-01T00:06:10Z,SUCCESS,DEV175,"15.3836,81.8652"
UPI000076,TXN000076,CUST106,1002003068,user61@upi,store438@upi,999,DEBIT,2025-01-01T00:06:15Z,SUCCESS,DEV229,"26.2312,76.9471"
UPI000077,TXN000077,CUST438,1002003288,user222@upi,store22@upi,2500,CREDIT,2025-01-01T00:06:20Z,SUCCESS,DEV020,"18.8868,76.2581"
UPI000078,TXN000078,CUST277,1002003336,user488@upi,store385@upi,75000,CREDIT,2025-01-01T00:06:25Z,SUCCESS,DEV163,"27.4205,75.3476"
UPI000079,TXN000079,CUST063,1002003346,user397@upi,store279@upi,5000,DEBIT,2025-01-01T00:06:30Z,SUCCESS,DEV220,"15.4979,87.8814"
UPI000080,TXN000080,CUST375,1002003484,user367@upi,store303@upi,150,DEBIT,2025-01-01T00:06:35Z,SUCCESS,DEV181,"22.3623,75.2937"
UPI000081,TXN000081,CUST212,1002003335,user64@upi,store64@upi,5000,CREDIT,2025-01-01T00:06:40Z,SUCCESS,DEV265,"22.7071,82.3354"
UPI000082,TXN000082,CUST256,1002003060,user292@upi,store308@upi,150,CREDIT,2025-01-01T00:06:45Z,SUCCESS,DEV161,"20.2165,74.9464"
UPI000083,TXN000083,CUST469,1002003040,user77@upi,store425@upi,150,CREDIT,2025-01-01T00:06:50Z,SUCCESS,DEV233,"24.3541,82.1386"
UPI000084,TXN000084,CUST220,1002003007,user340@upi,store208@upi,75000,CREDIT,2025-01-01T00:06:55Z,SUCCESS,DEV035,"12.8933,85.4425"
UPI000085,TXN000085,CUST012,1002003297,user26@upi,store485@upi,2500,CREDIT,2025-01-01T00:07:00Z,SUCCESS,DEV180,"26.2026,81.5119"
UPI000086,TXN000086,CUST068,1002003495,user47@upi,store265@upi,75000,CREDIT,2025-01-01T00:07:05Z,SUCCESS,DEV172,"22.2957,72.3493"
UPI000087,TXN000087,CUST448,1002003452,user319@upi,store174@upi,95000,CREDIT,2025-01-01T00:07:10Z,SUCCESS,DEV071,"27.0871,73.2315"
UPI000088,TXN000088,CUST481,1002003410,user274@upi,store228@upi,5000,DEBIT,2025-01-01T00:07:15Z,SUCCESS,DEV097,"24.5764,75.3817"
UPI000089,TXN000089,CUST401,1002003165,user338@upi,store36@upi,5000,CREDIT,2025-01-01T00:07:20Z,SUCCESS,DEV187,"22.4065,81.0936"
UPI000090,TXN000090,CUST309,1002003055,user71@upi,store475@upi,2500,DEBIT,2025-01-01T00:07:25Z,SUCCESS,DEV210,"22.8439,83.4362"
UPI000091,TXN000091,CUST152,1002003176,user419@upi,store33@upi,2500,CREDIT,2025-01-01T00:07:30Z,SUCCESS,DEV182,"14.7175,75.3882"
UPI000092,TXN000092,CUST278,1002003071,user493@upi,store467@upi,999,CREDIT,2025-01-01T00:07:35Z,SUCCESS,DEV002,"24.1351,84.4396"
UPI000093,TXN000093,CUST346,1002003333,user195@upi,store85@upi,999,DEBIT,2025-01-01T00:07:40Z,SUCCESS,DEV066,"14.2821,73.6416"
UPI000094,TXN000094,CUST155,1002003168,user475@upi,store93@upi,75000,CREDIT,2025-01-01T00:07:45Z,SUCCESS,DEV230,"14.1225,72.5207"
UPI000095,TXN000095,CUST391,1002003024,user134@upi,store231@upi,95000,CREDIT,2025-01-01T00:07:50Z,SUCCESS,DEV187,"14.9149,82.8955"
UPI000096,TXN000096,CUST038,1002003079,user498@upi,store301@upi,999,DEBIT,2025-01-01T00:07:55Z,SUCCESS,DEV287,"15.283,86.33"
UPI000097,TXN000097,CUST277,1002003424,user36@upi,store467@upi,5000,DEBIT,2025-01-01T00:08:00Z,SUCCESS,DEV188,"14.1305,72.9053"
UPI000098,TXN000098,CUST132,1002003003,user231@upi,store318@upi,75000,CREDIT,2025-01-01T00:08:05Z,SUCCESS,DEV220,"19.4835,73.7748"
UPI000099,TXN000099,CUST207,1002003004,user11@upi,store144@upi,499,DEBIT,2025-01-01T00:08:10Z,SUCCESS,DEV275,"20.7753,80.9604"
UPI000100,TXN000100,CUST394,1002003008,user140@upi,store40@upi,2500,DEBIT,2025-01-01T00:08:15Z,SUCCESS,DEV109,"18.2659,85.5991"
UPI000101,TXN000101,CUST497,1002003422,user128@upi,store38@upi,499,DEBIT,2025-01-01T00:08:20Z,SUCCESS,DEV254,"21.7502,76.5487"
UPI000102,TXN000102,CUST263,1002003257,user462@upi,store323@upi,2500,CREDIT,2025-01-01T00:08:25Z,SUCCESS,DEV167,"18.3712,83.0894"
UPI000103,TXN000103,CUST307,1002003212,user451@upi,store164@upi,5000,CREDIT,2025-01-01T00:08:30Z,SUCCESS,DEV254,"13.435,79.6291"
UPI000104,TXN000104,CUST297,1002003433,user15@upi,store314@upi,2500,DEBIT,2025-01-01T00:08:35Z,SUCCESS,DEV197,"12.2249,74.6659"
UPI000105,TXN000105,CUST080,1002003488,user184@upi,store205@upi,5000,CREDIT,2025-01-01T00:08:40Z,SUCCESS,DEV180,"14.8631,80.8491"
UPI000106,TXN000106,CUST008,1002003389,user430@upi,store323@upi,150,CREDIT,2025-01-01T00:08:45Z,SUCCESS,DEV023,"12.8465,76.2197"
UPI000107,TXN000107,CUST230,1002003143,user481@upi,store81@upi,499,CREDIT,2025-01-01T00:08:50Z,SUCCESS,DEV015,"17.0106,84.2809"
UPI000108,TXN000108,CUST325,1002003098,user102@upi,store153@upi,499,CREDIT,2025-01-01T00:08:55Z,SUCCESS,DEV026,"13.6712,79.8485"
UPI000109,TXN000109,CUST497,1002003162,user80@upi,store313@upi,499,DEBIT,2025-01-01T00:09:00Z,SUCCESS,DEV201,"20.8292,76.1651"
UPI000110,TXN000110,CUST123,1002003059,user385@upi,store423@upi,5000,CREDIT,2025-01-01T00:09:05Z,SUCCESS,DEV201,"25.4958,80.0153"
UPI000111,TXN000111,CUST228,1002003294,user383@upi,store414@upi,999,DEBIT,2025-01-01T00:09:10Z,SUCCESS,DEV165,"26.5781,74.5682"
UPI000112,TXN000112,CUST299,1002003181,user493@upi,store352@upi,2500,CREDIT,2025-01-01T00:09:15Z,SUCCESS,DEV297,"17.4593,72.4892"
UPI000113,TXN000113,CUST474,1002003008,user491@upi,store231@upi,499,DEBIT,2025-01-01T00:09:20Z,SUCCESS,DEV135,"24.9935,75.3686"
UPI000114,TXN000114,CUST090,1002003012,user8@upi,store189@upi,5000,CREDIT,2025-01-01T00:09:25Z,SUCCESS,DEV096,"25.3968,78.8091"
UPI000115,TXN000115,CUST170,1002003238,user320@upi,store5@upi,150,CREDIT,2025-01-01T00:09:30Z,SUCCESS,DEV226,"16.8433,87.4564"
UPI000116,TXN000116,CUST271,1002003020,user297@upi,store452@upi,95000,CREDIT,2025-01-01T00:09:35Z,SUCCESS,DEV101,"14.3255,78.0281"
UPI000117,TXN000117,CUST396,1002003399,user23@upi,store443@upi,499,CREDIT,2025-01-01T00:09:40Z,SUCCESS,DEV285,"24.4527,80.0163"
UPI000118,TXN000118,CUST347,1002003078,user49@upi,store224@upi,999,CREDIT,2025-01-01T00:09:45Z,SUCCESS,DEV148,"17.9868,72.6634"
UPI000119,TXN000119,CUST004,1002003089,user385@upi,store253@upi,2500,CREDIT,2025-01-01T00:09:50Z,SUCCESS,DEV232,"21.1716,73.8702"
UPI000120,TXN000120,CUST016,1002003242,user79@upi,store490@upi,95000,CREDIT,2025-01-01T00:09:55Z,SUCCESS,DEV040,"20.3388,79.8305"
UPI000121,TXN000121,CUST244,1002003260,user456@upi,store487@upi,2500,CREDIT,2025-01-01T00:10:00Z,SUCCESS,DEV200,"20.8425,83.7154"
UPI000122,TXN000122,CUST431,1002003121,user433@upi,store367@upi,2500,CREDIT,2025-01-01T00:10:05Z,SUCCESS,DEV254,"27.9126,72.9647"
UPI000123,TXN000123,CUST256,1002003115,user257@upi,store151@upi,95000,CREDIT,2025-01-01T00:10:10Z,SUCCESS,DEV044,"21.7184,73.9533"
UPI000124,TXN000124,CUST420,1002003094,user489@upi,store126@upi,95000,DEBIT,2025-01-01T00:10:15Z,SUCCESS,DEV096,"26.4618,84.5549"
UPI000125,TXN000125,CUST102,1002003468,user30@upi,store270@upi,499,CREDIT,2025-01-01T00:10:20Z,SUCCESS,DEV043,"25.1615,74.6175"
UPI000126,TXN000126,CUST188,1002003275,user293@upi,store268@upi,5000,CREDIT,2025-01-01T00:10:25Z,SUCCESS,DEV169,"18.305,74.1756"
UPI000127,TXN000127,CUST137,1002003467,user391@upi,store201@upi,2500,CREDIT,2025-01-01T00:10:30Z,SUCCESS,DEV189,"26.8708,78.7309"
UPI000128,TXN000128,CUST223,1002003463,user266@upi,store188@upi,5000,DEBIT,2025-01-01T00:10:35Z,SUCCESS,DEV101,"19.452,74.3154"
UPI000129,TXN000129,CUST071,1002003406,user473@upi,store39@upi,5000,CREDIT,2025-01-01T00:10:40Z,SUCCESS,DEV005,"20.5504,77.2586"
UPI000130,TXN000130,CUST411,1002003416,user181@upi,store355@upi,5000,CREDIT,2025-01-01T00:10:45Z,SUCCESS,DEV056,"26.2842,82.4231"
UPI000131,TXN000131,CUST137,1002003039,user458@upi,store253@upi,499,CREDIT,2025-01-01T00:10:50Z,SUCCESS,DEV002,"21.8943,84.4388"
UPI000132,TXN000132,CUST147,1002003160,user83@upi,store90@upi,150,DEBIT,2025-01-01T00:10:55Z,SUCCESS,DEV234,"20.405,84.7293"
UPI000133,TXN000133,CUST199,1002003249,user163@upi,store1@upi,2500,CREDIT,2025-01-01T00:11:00Z,SUCCESS,DEV178,"20.7279,73.1232"
UPI000134,TXN000134,CUST103,1002003460,user11@upi,store334@upi,999,DEBIT,2025-01-01T00:11:05Z,SUCCESS,DEV152,"13.866,73.6042"
UPI000135,TXN000135,CUST099,1002003197,user139@upi,store369@upi,999,DEBIT,2025-01-01T00:11:10Z,SUCCESS,DEV104,"25.6584,80.9355"
UPI000136,TXN000136,CUST398,1002003021,user342@upi,store151@upi,75000,CREDIT,2025-01-01T00:11:15Z,SUCCESS,DEV228,"27.5592,78.416"
UPI000137,TXN000137,CUST162,1002003361,user51@upi,store451@upi,95000,DEBIT,2025-01-01T00:11:20Z,SUCCESS,DEV109,"21.488,86.1923"
UPI000138,TXN000138,CUST135,1002003185,user172@upi,store349@upi,499,CREDIT,2025-01-01T00:11:25Z,SUCCESS,DEV115,"12.5711,86.0549"
UPI000139,TXN000139,CUST337,1002003026,user344@upi,store382@upi,2500,CREDIT,2025-01-01T00:11:30Z,SUCCESS,DEV159,"22.0111,74.2571"
UPI000140,TXN000140,CUST072,1002003499,user41@upi,store402@upi,499,CREDIT,2025-01-01T00:11:35Z,SUCCESS,DEV120,"14.9898,74.7177"
UPI000141,TXN000141,CUST476,1002003471,user486@upi,store120@upi,95000,DEBIT,2025-01-01T00:11:40Z,SUCCESS,DEV068,"26.049,83.7449"
UPI000142,TXN000142,CUST009,1002003347,user423@upi,store163@upi,150,CREDIT,2025-01-01T00:11:45Z,SUCCESS,DEV260,"14.6396,77.6775"
UPI000143,TXN000143,CUST258,1002003039,user119@upi,store186@upi,499,DEBIT,2025-01-01T00:11:50Z,SUCCESS,DEV213,"26.6241,81.2082"
UPI000144,TXN000144,CUST070,1002003268,user117@upi,store126@upi,2500,CREDIT,2025-01-01T00:11:55Z,SUCCESS,DEV008,"21.7013,77.7255"
UPI000145,TXN000145,CUST309,1002003493,user384@upi,store404@upi,2500,DEBIT,2025-01-01T00:12:00Z,SUCCESS,DEV235,"23.326,77.4073"
UPI000146,TXN000146,CUST087,1002003110,user319@upi,store232@upi,95000,DEBIT,2025-01-01T00:12:05Z,SUCCESS,DEV047,"25.9627,82.1319"
UPI000147,TXN000147,CUST415,1002003482,user258@upi,store253@upi,150,CREDIT,2025-01-01T00:12:10Z,SUCCESS,DEV055,"20.9227,74.5175"
UPI000148,TXN000148,CUST139,1002003266,user440@upi,store214@upi,95000,CREDIT,2025-01-01T00:12:15Z,SUCCESS,DEV274,"23.1937,73.1093"
UPI000149,TXN000149,CUST443,1002003258,user169@upi,store464@upi,999,DEBIT,2025-01-01T00:12:20Z,SUCCESS,DEV070,"18.4385,81.2093"
UPI000150,TXN000150,CUST003,1002003369,user1@upi,store314@upi,95000,DEBIT,2025-01-01T00:12:25Z,SUCCESS,DEV282,"17.5035,87.5193"
UPI000151,TXN000151,CUST400,1002003143,user304@upi,store234@upi,150,CREDIT,2025-01-01T00:12:30Z,SUCCESS,DEV255,"26.3155,77.228"
UPI000152,TXN000152,CUST217,1002003232,user231@upi,store230@upi,95000,CREDIT,2025-01-01T00:12:35Z,SUCCESS,DEV049,"19.9954,77.1258"
UPI000153,TXN000153,CUST242,1002003410,user330@upi,store287@upi,499,DEBIT,2025-01-01T00:12:40Z,SUCCESS,DEV167,"14.4593,87.6117"
UPI000154,TXN000154,CUST279,1002003499,user403@upi,store390@upi,5000,DEBIT,2025-01-01T00:12:45Z,SUCCESS,DEV270,"22.7685,86.0698"
UPI000155,TXN000155,CUST475,1002003062,user136@upi,store151@upi,75000,DEBIT,2025-01-01T00:12:50Z,SUCCESS,DEV227,"22.6352,79.8191"
UPI000156,TXN000156,CUST492,1002003396,user70@upi,store280@upi,999,DEBIT,2025-01-01T00:12:55Z,SUCCESS,DEV071,"21.65,85.9154"
UPI000157,TXN000157,CUST184,1002003476,user110@upi,store386@upi,95000,CREDIT,2025-01-01T00:13:00Z,SUCCESS,DEV204,"13.1504,83.628"
UPI000158,TXN000158,CUST380,1002003446,user493@upi,store424@upi,5000,CREDIT,2025-01-01T00:13:05Z,SUCCESS,DEV166,"13.7064,81.7357"
UPI000159,TXN000159,CUST256,1002003501,user455@upi,store409@upi,999,DEBIT,2025-01-01T00:13:10Z,SUCCESS,DEV257,"15.1289,83.9645"
UPI000160,TXN000160,CUST394,1002003319,user264@upi,store17@upi,95000,CREDIT,2025-01-01T00:13:15Z,SUCCESS,DEV070,"20.5948,83.2291"
UPI000161,TXN000161,CUST055,1002003209,user430@upi,store109@upi,499,CREDIT,2025-01-01T00:13:20Z,SUCCESS,DEV067,"24.7979,73.9665"
UPI000162,TXN000162,CUST454,1002003095,user291@upi,store161@upi,75000,DEBIT,2025-01-01T00:13:25Z,SUCCESS,DEV045,"15.9392,72.4263"
UPI000163,TXN000163,CUST166,1002003424,user144@upi,store328@upi,999,CREDIT,2025-01-01T00:13:30Z,SUCCESS,DEV200,"12.6059,83.7073"
UPI000164,TXN000164,CUST288,1002003222,user437@upi,store305@upi,5000,CREDIT,2025-01-01T00:13:35Z,SUCCESS,DEV117,"24.1986,82.486"
UPI000165,TXN000165,CUST422,1002003150,user349@upi,store202@upi,95000,DEBIT,2025-01-01T00:13:40Z,SUCCESS,DEV127,"12.6035,85.9378"
UPI000166,TXN000166,CUST309,1002003419,user414@upi,store305@upi,95000,DEBIT,2025-01-01T00:13:45Z,SUCCESS,DEV184,"25.5106,75.1342"
UPI000167,TXN000167,CUST402,1002003455,user94@upi,store137@upi,75000,DEBIT,2025-01-01T00:13:50Z,SUCCESS,DEV161,"21.573,77.8581"
UPI000168,TXN000168,CUST395,1002003214,user335@upi,store62@upi,150,DEBIT,2025-01-01T00:13:55Z,SUCCESS,DEV050,"19.3991,77.362"
UPI000169,TXN000169,CUST424,1002003411,user113@upi,store485@upi,95000,DEBIT,2025-01-01T00:14:00Z,SUCCESS,DEV036,"13.8153,79.1545"
UPI000170,TXN000170,CUST369,1002003244,user86@upi,store446@upi,5000,DEBIT,2025-01-01T00:14:05Z,SUCCESS,DEV131,"26.6672,81.5871"
