TransactionID,ATMID,AccountNumber,CustomerID,TransactionAmount,TransactionType,TransactionTime,Location,Status
ATM000091,ATM026,1002003307,CUST287,5000,WITHDRAWAL,2025-01-01T01:30:00Z,Chennai,SUCCESS
ATM000092,ATM020,1002003454,CUST015,2000,WITHDRAWAL,2025-01-01T01:31:00Z,Chennai,SUCCESS
ATM000093,ATM017,1002003005,CUST140,5000,WITHDRAWAL,2025-01-01T01:32:00Z,Bangalore,SUCCESS
ATM000094,ATM030,1002003194,CUST385,2000,WITHDRAWAL,2025-01-01T01:33:00Z,Kolkata,SUCCESS
ATM000095,ATM050,1002003017,CUST397,2000,WITHDRAWAL,2025-01-01T01:34:00Z,Delhi,SUCCESS
ATM000096,ATM012,1002003321,CUST140,45000,WITHDRAWAL,2025-01-01T01:35:00Z,Delhi,SUCCESS
ATM000097,ATM024,1002003036,CUST008,5000,WITHDRAWAL,2025-01-01T01:36:00Z,Chennai,SUCCESS
ATM000098,ATM005,1002003142,CUST155,5000,WITHDRAWAL,2025-01-01T01:37:00Z,Pune,SUCCESS
ATM000099,ATM019,1002003498,CUST005,10000,WITHDRAWAL,2025-01-01T01:38:00Z,Delhi,SUCCESS
ATM000100,ATM013,1002003105,CUST332,60000,WITHDRAWAL,2025-01-01T01:39:00Z,Delhi,SUCCESS
ATM000101,ATM004,1002003498,CUST157,10000,WITHDRAWAL,2025-01-01T01:40:00Z,Delhi,SUCCESS
ATM000102,ATM049,1002003052,CUST137,90000,WITHDRAWAL,2025-01-01T01:41:00Z,Mumbai,SUCCESS
ATM000103,ATM014,1002003469,CUST392,90000,WITHDRAWAL,2025-01-01T01:42:00Z,Delhi,SUCCESS
ATM000104,ATM030,1002003175,CUST211,15000,WITHDRAWAL,2025-01-01T01:43:00Z,Hyderabad,SUCCESS
ATM000105,ATM038,1002003084,CUST288,90000,WITHDRAWAL,2025-01-01T01:44:00Z,Pune,SUCCESS
ATM000106,ATM044,1002003403,CUST443,90000,WITHDRAWAL,2025-01-01T01:45:00Z,Mumbai,SUCCESS
ATM000107,ATM006,1002003080,CUST109,10000,WITHDRAWAL,2025-01-01T01:46:00Z,Mumbai,SUCCESS
ATM000108,ATM016,1002003212,CUST006,5000,WITHDRAWAL,2025-01-01T01:47:00Z,Chennai,SUCCESS
ATM000109,ATM033,1002003133,CUST153,45000,WITHDRAWAL,2025-01-01T01:48:00Z,Kolkata,SUCCESS
ATM000110,ATM002,1002003188,CUST474,60000,WITHDRAWAL,2025-01-01T01:49:00Z,Mumbai,SUCCESS
ATM000111,ATM007,1002003123,CUST112,90000,WITHDRAWAL,2025-01-01T01:50:00Z,Pune,SUCCESS
ATM000112,ATM011,1002003035,CUST067,15000,WITHDRAWAL,2025-01-01T01:51:00Z,Chennai,SUCCESS
ATM000113,ATM017,1002003107,CUST303,90000,WITHDRAWAL,2025-01-01T01:52:00Z,Delhi,SUCCESS
ATM000114,ATM041,1002003299,CUST179,90000,WITHDRAWAL,2025-01-01T01:53:00Z,Hyderabad,SUCCESS
ATM000115,ATM005,1002003157,CUST294,90000,WITHDRAWAL,2025-01-01T01:54:00Z,Mumbai,SUCCESS
ATM000116,ATM023,1002003018,CUST486,10000,WITHDRAWAL,2025-01-01T01:55:00Z,Chennai,SUCCESS
ATM000117,ATM048,1002003263,CUST287,10000,WITHDRAWAL,2025-01-01T01:56:00Z,Mumbai,SUCCESS
ATM000118,ATM050,1002003387,CUST485,10000,WITHDRAWAL,2025-01-01T01:57:00Z,Pune,SUCCESS
ATM000119,ATM047,1002003001,CUST295,5000,WITHDRAWAL,2025-01-01T01:58:00Z,Hyderabad,SUCCESS
ATM000120,ATM016,1002003199,CUST278,15000,WITHDRAWAL,2025-01-01T01:59:00Z,Hyderabad,SUCCESS
ATM000121,ATM037,1002003052,CUST481,2000,WITHDRAWAL,2025-01-01T02:00:00Z,Delhi,SUCCESS
ATM000122,ATM032,1002003273,CUST321,2000,WITHDRAWAL,2025-01-01T02:01:00Z,Mumbai,SUCCESS
ATM000123,ATM003,1002003363,CUST004,5000,WITHDRAWAL,2025-01-01T02:02:00Z,Delhi,SUCCESS
ATM000124,ATM029,1002003269,CUST485,60000,WITHDRAWAL,2025-01-01T02:03:00Z,Mumbai,SUCCESS
ATM000125,ATM032,1002003021,CUST123,15000,WITHDRAWAL,2025-01-01T02:04:00Z,Mumbai,SUCCESS
ATM000126,ATM008,1002003077,CUST468,2000,WITHDRAWAL,2025-01-01T02:05:00Z,Kolkata,SUCCESS
ATM000127,ATM021,1002003237,CUST230,90000,WITHDRAWAL,2025-01-01T02:06:00Z,Kolkata,SUCCESS
ATM000128,ATM014,1002003126,CUST458,15000,WITHDRAWAL,2025-01-01T02:07:00Z,Kolkata,SUCCESS
ATM000129,ATM026,1002003365,CUST427,45000,WITHDRAWAL,2025-01-01T02:08:00Z,Bangalore,SUCCESS
ATM000130,ATM007,1002003087,CUST393,8000,WITHDRAWAL,2025-01-01T02:09:00Z,Mumbai,SUCCESS
ATM000131,ATM003,1002003061,CUST154,2000,WITHDRAWAL,2025-01-01T02:10:00Z,Chennai,SUCCESS
ATM000132,ATM029,1002003296,CUST489,45000,WITHDRAWAL,2025-01-01T02:11:00Z,Pune,SUCCESS
ATM000133,ATM010,1002003071,CUST088,2000,WITHDRAWAL,2025-01-01T02:12:00Z,Delhi,SUCCESS
ATM000134,ATM026,1002003349,CUST014,2000,WITHDRAWAL,2025-01-01T02:13:00Z,Hyderabad,SUCCESS
ATM000135,ATM028,1002003096,CUST425,2000,WITHDRAWAL,2025-01-01T02:14:00Z,Hyderabad,SUCCESS
ATM000136,ATM038,1002003100,CUST320,8000,WITHDRAWAL,2025-01-01T02:15:00Z,Delhi,SUCCESS
ATM000137,ATM021,1002003148,CUST260,2000,WITHDRAWAL,2025-01-01T02:16:00Z,Hyderabad,SUCCESS
ATM000138,ATM043,1002003271,CUST414,5000,WITHDRAWAL,2025-01-01T02:17:00Z,Bangalore,SUCCESS
ATM000139,ATM046,1002003248,CUST351,15000,WITHDRAWAL,2025-01-01T02:18:00Z,Bangalore,SUCCESS
ATM000140,ATM009,1002003042,CUST411,5000,WITHDRAWAL,2025-01-01T02:19:00Z,Mumbai,SUCCESS
ATM000141,ATM018,1002003364,CUST319,60000,WITHDRAWAL,2025-01-01T02:20:00Z,Pune,SUCCESS
ATM000142,ATM012,1002003418,CUST226,45000,WITHDRAWAL,2025-01-01T02:21:00Z,Delhi,SUCCESS
ATM000143,ATM002,1002003108,CUST368,10000,WITHDRAWAL,2025-01-01T02:22:00Z,Chennai,SUCCESS
ATM000144,ATM036,1002003017,CUST261,60000,WITHDRAWAL,2025-01-01T02:23:00Z,Chennai,SUCCESS
ATM000145,ATM009,1002003131,CUST392,10000,WITHDRAWAL,2025-01-01T02:24:00Z,Pune,SUCCESS
ATM000146,ATM011,1002003244,CUST032,8000,WITHDRAWAL,2025-01-01T02:25:00Z,Bangalore,SUCCESS
ATM000147,ATM038,1002003058,CUST457,8000,WITHDRAWAL,2025-01-01T02:26:00Z,Kolkata,SUCCESS
ATM000148,ATM018,1002003091,CUST292,60000,WITHDRAWAL,2025-01-01T02:27:00Z,Pune,SUCCESS
ATM000149,ATM046,1002003240,CUST152,45000,WITHDRAWAL,2025-01-01T02:28:00Z,Hyderabad,SUCCESS
ATM000150,ATM047,1002003009,CUST483,15000,WITHDRAWAL,2025-01-01T02:29:00Z,Pune,SUCCESS
ATM000151,ATM011,1002003322,CUST265,5000,WITHDRAWAL,2025-01-01T02:30:00Z,Bangalore,SUCCESS
ATM000152,ATM043,1002003183,CUST427,8000,WITHDRAWAL,2025-01-01T02:31:00Z,Chennai,SUCCESS
ATM000153,ATM041,1002003270,CUST107,10000,WITHDRAWAL,2025-01-01T02:32:00Z,Hyderabad,SUCCESS
ATM000154,ATM013,1002003010,CUST181,10000,WITHDRAWAL,2025-01-01T02:33:00Z,Mumbai,SUCCESS
ATM000155,ATM031,1002003376,CUST309,8000,WITHDRAWAL,2025-01-01T02:34:00Z,Delhi,SUCCESS
ATM000156,ATM045,1002003133,CUST133,10000,WITHDRAWAL,2025-01-01T02:35:00Z,Bangalore,SUCCESS
ATM000157,ATM004,1002003172,CUST388,90000,WITHDRAWAL,2025-01-01T02:36:00Z,Bangalore,SUCCESS
ATM000158,ATM017,1002003234,CUST372,10000,WITHDRAWAL,2025-01-01T02:37:00Z,Delhi,SUCCESS
ATM000159,ATM015,1002003237,CUST032,5000,WITHDRAWAL,2025-01-01T02:38:00Z,Chennai,SUCCESS
ATM000160,ATM015,1002003034,CUST244,5000,WITHDRAWAL,2025-01-01T02:39:00Z,Pune,SUCCESS
ATM000161,ATM050,1002003293,CUST480,8000,WITHDRAWAL,2025-01-01T02:40:00Z,Delhi,SUCCESS
ATM000162,ATM028,1002003305,CUST254,2000,WITHDRAWAL,2025-01-01T02:41:00Z,Bangalore,SUCCESS
ATM000163,ATM030,1002003485,CUST099,90000,WITHDRAWAL,2025-01-01T02:42:00Z,Mumbai,SUCCESS
ATM000164,ATM020,1002003327,CUST467,15000,WITHDRAWAL,2025-01-01T02:43:00Z,Pune,SUCCESS
ATM000165,ATM034,1002003219,CUST451,5000,WITHDRAWAL,2025-01-01T02:44:00Z,Mumbai,SUCCESS
ATM000166,ATM023,1002003492,CUST400,8000,WITHDRAWAL,2025-01-01T02:45:00Z,Hyderabad,SUCCESS
ATM000167,ATM012,1002003105,CUST025,60000,WITHDRAWAL,2025-01-01T02:46:00Z,Hyderabad,SUCCESS
ATM000168,ATM020,1002003425,CUST216,15000,WITHDRAWAL,2025-01-01T02:47:00Z,Bangalore,SUCCESS
ATM000169,ATM033,1002003213,CUST117,5000,WITHDRAWAL,2025-01-01T02:48:00Z,Hyderabad,SUCCESS
ATM000170,ATM027,1002003340,CUST052,8000,WITHDRAWAL,2025-01-01T02:49:00Z,Pune,SUCCESS
ATM000171,ATM004,1002003144,CUST339,8000,WITHDRAWAL,2025-01-01T02:50:00Z,Hyderabad,SUCCESS
ATM000172,ATM045,1002003239,CUST073,60000,WITHDRAWAL,2025-01-01T02:51:00Z,Delhi,SUCCESS
ATM000173,ATM021,1002003374,CUST153,45000,WITHDRAWAL,2025-01-01T02:52:00Z,Delhi,SUCCESS
ATM000174,ATM045,1002003493,CUST319,2000,WITHDRAWAL,2025-01-01T02:53:00Z,Pune,SUCCESS
ATM000175,ATM048,1002003478,CUST461,2000,WITHDRAWAL,2025-01-01T02:54:00Z,Bangalore,SUCCESS
ATM000176,ATM021,1002003337,CUST319,60000,WITHDRAWAL,2025-01-01T02:55:00Z,Kolkata,SUCCESS
ATM000177,ATM022,1002003006,CUST124,5000,WITHDRAWAL,2025-01-01T02:56:00Z,Hyderabad,SUCCESS
ATM000178,ATM020,1002003410,CUST392,15000,WITHDRAWAL,2025-01-01T02:57:00Z,Delhi,SUCCESS
ATM000179,ATM050,1002003395,CUST252,15000,WITHDRAWAL,2025-01-01T02:58:00Z,Hyderabad,SUCCESS
ATM000180,ATM002,1002003174,CUST291,60000,WITHDRAWAL,2025-01-01T02:59:00Z,Delhi,SUCCESS
ATM000181,ATM040,1002003463,CUST452,10000,WITHDRAWAL,2025-01-01T03:00:00Z,Mumbai,SUCCESS
ATM000182,ATM029,1002003307,CUST003,10000,WITHDRAWAL,2025-01-01T03:01:00Z,Mumbai,SUCCESS
ATM000183,ATM045,1002003474,CUST261,45000,WITHDRAWAL,2025-01-01T03:02:00Z,Bangalore,SUCCESS
ATM000184,ATM050,1002003198,CUST493,5000,WITHDRAWAL,2025-01-01T03:03:00Z,Hyderabad,SUCCESS
ATM000185,ATM020,1002003024,CUST071,10000,WITHDRAWAL,2025-01-01T03:04:00Z,Kolkata,SUCCESS
ATM000186,ATM003,1002003145,CUST003,10000,WITHDRAWAL,2025-01-01T03:05:00Z,Bangalore,SUCCESS
ATM000187,ATM032,1002003457,CUST176,5000,WITHDRAWAL,2025-01-01T03:06:00Z,Chennai,SUCCESS
ATM000188,ATM012,1002003285,CUST222,45000,WITHDRAWAL,2025-01-01T03:07:00Z,Delhi,SUCCESS
ATM000189,ATM007,1002003019,CUST261,90000,WITHDRAWAL,2025-01-01T03:08:00Z,Delhi,SUCCESS
ATM000190,ATM043,1002003361,CUST289,8000,WITHDRAWAL,2025-01-01T03:09:00Z,Bangalore,SUCCESS
ATM000191,ATM020,1002003080,CUST420,10000,WITHDRAWAL,2025-01-01T03:10:00Z,Hyderabad,SUCCESS
ATM000192,ATM029,1002003174,CUST033,2000,WITHDRAWAL,2025-01-01T03:11:00Z,Kolkata,SUCCESS
ATM000193,ATM034,1002003098,CUST498,2000,WITHDRAWAL,2025-01-01T03:12:00Z,Kolkata,SUCCESS
ATM000194,ATM033,1002003034,CUST311,2000,WITHDRAWAL,2025-01-01T03:13:00Z,Bangalore,SUCCESS
ATM000195,ATM019,1002003035,CUST468,8000,WITHDRAWAL,2025-01-01T03:14:00Z,Pune,SUCCESS
ATM000196,ATM036,1002003191,CUST274,5000,WITHDRAWAL,2025-01-01T03:15:00Z,Kolkata,SUCCESS
ATM000197,ATM010,1002003142,CUST071,45000,WITHDRAWAL,2025-01-01T03:16:00Z,Bangalore,SUCCESS
ATM000198,ATM045,1002003273,CUST371,10000,WITHDRAWAL,2025-01-01T03:17:00Z,Kolkata,SUCCESS
ATM000199,ATM008,1002003037,CUST496,8000,WITHDRAWAL,2025-01-01T03:18:00Z,Bangalore,SUCCESS
ATM000200,ATM015,1002003109,CUST191,5000,WITHDRAWAL,2025-01-01T03:19:00Z,Delhi,SUCCESS
ATM000201,ATM040,1002003362,CUST159,90000,WITHDRAWAL,2025-01-01T03:20:00Z,Hyderabad,SUCCESS
ATM000202,ATM042,1002003352,CUST001,10000,WITHDRAWAL,2025-01-01T03:21:00Z,Kolkata,SUCCESS
ATM000203,ATM025,1002003223,CUST353,8000,WITHDRAWAL,2025-01-01T03:22:00Z,Bangalore,SUCCESS
ATM000204,ATM046,1002003364,CUST170,60000,WITHDRAWAL,2025-01-01T03:23:00Z,Bangalore,SUCCESS
ATM000205,ATM047,1002003403,CUST396,45000,WITHDRAWAL,2025-01-01T03:24:00Z,Hyderabad,SUCCESS
ATM000206,ATM036,1002003059,CUST448,60000,WITHDRAWAL,2025-01-01T03:25:00Z,Pune,SUCCESS
ATM000207,ATM012,1002003258,CUST011,10000,WITHDRAWAL,2025-01-01T03:26:00Z,Bangalore,SUCCESS
ATM000208,ATM019,1002003396,CUST214,2000,WITHDRAWAL,2025-01-01T03:27:00Z,Kolkata,SUCCESS
ATM000209,ATM006,1002003206,CUST137,5000,WITHDRAWAL,2025-01-01T03:28:00Z,Hyderabad,SUCCESS
ATM000210,ATM013,1002003346,CUST477,90000,WITHDRAWAL,2025-01-01T03:29:00Z,Kolkata,SUCCESS
ATM000211,ATM026,1002003207,CUST289,45000,WITHDRAWAL,2025-01-01T03:30:00Z,Bangalore,SUCCESS
ATM000212,ATM032,1002003132,CUST340,8000,WITHDRAWAL,2025-01-01T03:31:00Z,Bangalore,SUCCESS
ATM000213,ATM032,1002003031,CUST074,10000,WITHDRAWAL,2025-01-01T03:32:00Z,Bangalore,SUCCESS
ATM000214,ATM024,1002003243,CUST227,60000,WITHDRAWAL,2025-01-01T03:33:00Z,Bangalore,SUCCESS
ATM000215,ATM028,1002003258,CUST228,90000,WITHDRAWAL,2025-01-01T03:34:00Z,Hyderabad,SUCCESS
ATM000216,ATM029,1002003053,CUST262,2000,WITHDRAWAL,2025-01-01T03:35:00Z,Pune,SUCCESS
ATM000217,ATM025,1002003057,CUST344,90000,WITHDRAWAL,2025-01-01T03:36:00Z,Delhi,SUCCESS
ATM000218,ATM003,1002003190,CUST376,45000,WITHDRAWAL,2025-01-01T03:37:00Z,Chennai,SUCCESS
ATM000219,ATM020,1002003443,CUST225,60000,WITHDRAWAL,2025-01-01T03:38:00Z,Hyderabad,SUCCESS
ATM000220,ATM041,1002003340,CUST225,60000,WITHDRAWAL,2025-01-01T03:39:00Z,Delhi,SUCCESS
ATM000221,ATM016,1002003275,CUST449,2000,WITHDRAWAL,2025-01-01T03:40:00Z,Hyderabad,SUCCESS
ATM000222,ATM027,1002003489,CUST294,5000,WITHDRAWAL,2025-01-01T03:41:00Z,Pune,SUCCESS
ATM000223,ATM035,1002003199,CUST345,45000,WITHDRAWAL,2025-01-01T03:42:00Z,Bangalore,SUCCESS
ATM000224,ATM040,1002003242,CUST406,2000,WITHDRAWAL,2025-01-01T03:43:00Z,Delhi,SUCCESS
ATM000225,ATM021,1002003211,CUST158,10000,WITHDRAWAL,2025-01-01T03:44:00Z,Mumbai,SUCCESS
