CustomerID,FirstName,LastName,DOB,Gender,Phone,Email,Address,City,State,Pincode,KYCTier
CUST055,First55,Last55,1985-01-01,F,9000000055,user55@mail.com,55 Street Lane,Hyderabad,TS,500001,Tier2
CUST056,First56,Last56,1985-01-01,M,9000000056,user56@mail.com,56 Street Lane,Hyderabad,TS,500001,Tier1
CUST057,First57,Last57,1985-01-01,F,9000000057,user57@mail.com,57 Street Lane,Hyderabad,TS,500001,Tier2
CUST058,First58,Last58,1985-01-01,M,9000000058,user58@mail.com,58 Street Lane,Hyderabad,TS,500001,Tier1
CUST059,First59,Last59,1985-01-01,F,9000000059,user59@mail.com,59 Street Lane,Hyderabad,TS,500001,Tier2
CUST060,First60,Last60,1985-01-01,M,9000000060,user60@mail.com,60 Street Lane,Hyderabad,TS,500001,Tier1
CUST061,First61,Last61,1985-01-01,F,9000000061,user61@mail.com,61 Street Lane,Hyderabad,TS,500001,Tier2
CUST062,First62,Last62,1985-01-01,M,9000000062,user62@mail.com,62 Street Lane,Hyderabad,TS,500001,Tier1
CUST063,First63,Last63,1985-01-01,F,9000000063,user63@mail.com,63 Street Lane,Hyderabad,TS,500001,Tier2
CUST064,First64,Last64,1985-01-01,M,9000000064,user64@mail.com,64 Street Lane,Hyderabad,TS,500001,Tier1
CUST065,First65,Last65,1985-01-01,F,9000000065,user65@mail.com,65 Street Lane,Hyderabad,TS,500001,Tier2
CUST066,First66,Last66,1985-01-01,M,9000000066,user66@mail.com,66 Street Lane,Hyderabad,TS,500001,Tier1
CUST067,First67,Last67,1985-01-01,F,9000000067,user67@mail.com,67 Street Lane,Hyderabad,TS,500001,Tier2
CUST068,First68,Last68,1985-01-01,M,9000000068,user68@mail.com,68 Street Lane,Hyderabad,TS,500001,Tier1
CUST069,First69,Last69,1985-01-01,F,9000000069,user69@mail.com,69 Street Lane,Hyderabad,TS,500001,Tier2
CUST070,First70,Last70,1985-01-01,M,9000000070,user70@mail.com,70 Street Lane,Hyderabad,TS,500001,Tier1
CUST071,First71,Last71,1985-01-01,F,9000000071,user71@mail.com,71 Street Lane,Hyderabad,TS,500001,Tier2
CUST072,First72,Last72,1985-01-01,M,9000000072,user72@mail.com,72 Street Lane,Hyderabad,TS,500001,Tier1
CUST073,First73,Last73,1985-01-01,F,9000000073,user73@mail.com,73 Street Lane,Hyderabad,TS,500001,Tier2
CUST074,First74,Last74,1985-01-01,M,9000000074,user74@mail.com,74 Street Lane,Hyderabad,TS,500001,Tier1
CUST075,First75,Last75,1985-01-01,F,9000000075,user75@mail.com,75 Street Lane,Hyderabad,TS,500001,Tier2
CUST076,First76,Last76,1985-01-01,M,9000000076,user76@mail.com,76 Street Lane,Hyderabad,TS,500001,Tier1
CUST077,First77,Last77,1985-01-01,F,9000000077,user77@mail.com,77 Street Lane,Hyderabad,TS,500001,Tier2
CUST078,First78,Last78,1985-01-01,M,9000000078,user78@mail.com,78 Street Lane,Hyderabad,TS,500001,Tier1
CUST079,First79,Last79,1985-01-01,F,9000000079,user79@mail.com,79 Street Lane,Hyderabad,TS,500001,Tier2
CUST080,First80,Last80,1985-01-01,M,9000000080,user80@mail.com,80 Street Lane,Hyderabad,TS,500001,Tier1
CUST081,First81,Last81,1985-01-01,F,9000000081,user81@mail.com,81 Street Lane,Hyderabad,TS,500001,Tier2
CUST082,First82,Last82,1985-01-01,M,9000000082,user82@mail.com,82 Street Lane,Hyderabad,TS,500001,Tier1
CUST083,First83,Last83,1985-01-01,F,9000000083,user83@mail.com,83 Street Lane,Hyderabad,TS,500001,Tier2
CUST084,First84,Last84,1985-01-01,M,9000000084,user84@mail.com,84 Street Lane,Hyderabad,TS,500001,Tier1
CUST085,First85,Last85,1985-01-01,F,9000000085,user85@mail.com,85 Street Lane,Hyderabad,TS,500001,Tier2
CUST086,First86,Last86,1985-01-01,M,9000000086,user86@mail.com,86 Street Lane,Hyderabad,TS,500001,Tier1
CUST087,First87,Last87,1985-01-01,F,9000000087,user87@mail.com,87 Street Lane,Hyderabad,TS,500001,Tier2
CUST088,First88,Last88,1985-01-01,M,9000000088,user88@mail.com,88 Street Lane,Hyderabad,TS,500001,Tier1
CUST089,First89,Last89,1985-01-01,F,9000000089,user89@mail.com,89 Street Lane,Hyderabad,TS,500001,Tier2
CUST090,First90,Last90,1985-01-01,M,9000000090,user90@mail.com,90 Street Lane,Hyderabad,TS,500001,Tier1
CUST091,First91,Last91,1985-01-01,F,9000000091,user91@mail.com,91 Street Lane,Hyderabad,TS,500001,Tier2
CUST092,First92,Last92,1985-01-01,M,9000000092,user92@mail.com,92 Street Lane,Hyderabad,TS,500001,Tier1
CUST093,First93,Last93,1985-01-01,F,9000000093,user93@mail.com,93 Street Lane,Hyderabad,TS,500001,Tier2
CUST094,First94,Last94,1985-01-01,M,9000000094,user94@mail.com,94 Street Lane,Hyderabad,TS,500001,Tier1
CUST095,First95,Last95,1985-01-01,F,9000000095,user95@mail.com,95 Street Lane,Hyderabad,TS,500001,Tier2
CUST096,First96,Last96,1985-01-01,M,9000000096,user96@mail.com,96 Street Lane,Hyderabad,TS,500001,Tier1
CUST097,First97,Last97,1985-01-01,F,9000000097,user97@mail.com,97 Street Lane,Hyderabad,TS,500001,Tier2
CUST098,First98,Last98,1985-01-01,M,9000000098,user98@mail.com,98 Street Lane,Hyderabad,TS,500001,Tier1
CUST099,First99,Last99,1985-01-01,F,9000000099,user99@mail.com,99 Street Lane,Hyderabad,TS,500001,Tier2
CUST100,First100,Last100,1985-01-01,M,9000000100,user100@mail.com,100 Street Lane,Hyderabad,TS,500001,Tier1
